t_s,U1_mV,U2_mV,U3_mV
2.388205,173845.229,151160.097,-325005.325
2.388333,162634.560,162634.560,-325269.119
2.388462,151160.097,173845.229,-325005.325
2.388590,139440.452,184773.920,-324214.372
2.388718,127494.634,195402.907,-322897.541
2.388846,115342.019,205714.950,-321056.970
2.388974,103002.319,215693.323,-318695.643
2.389103,90495.549,225321.840,-315817.390
2.389231,77841.995,234584.885,-312426.880
2.389359,65062.181,243467.432,-308529.613
2.389487,52176.836,251955.074,-304131.910
2.389615,39206.860,260034.044,-299240.903
2.389744,26173.290,267691.237,-293864.527
2.389872,13097.267,274914.235,-288011.502
2.390000,-0.000,281691.320,-281691.320
2.390128,-13097.267,288011.502,-274914.235
2.390256,-26173.290,293864.527,-267691.237
2.390385,-39206.860,299240.903,-260034.044
2.390513,-52176.836,304131.910,-251955.074
2.390641,-65062.181,308529.613,-243467.432
2.390769,-77841.995,312426.880,-234584.885
2.390897,-90495.550,315817.390,-225321.840
2.391026,-103002.320,318695.643,-215693.323
2.391154,-115342.019,321056.970,-205714.950
2.391282,-127494.634,322897.541,-195402.907
2.391410,-139440.452,324214.372,-184773.920
2.391538,-151160.097,325005.325,-173845.229
2.391667,-162634.560,325269.119,-162634.560
2.391795,-173845.229,325005.325,-151160.097
2.391923,-184773.920,324214.372,-139440.452
2.392051,-195402.907,322897.541,-127494.634
2.392179,-205714.950,321056.970,-115342.019
2.392308,-215693.323,318695.643,-103002.319
2.392436,-225321.840,315817.390,-90495.549
2.392564,-234584.885,312426.880,-77841.995
2.392692,-243467.432,308529.613,-65062.181
2.392821,-251955.074,304131.910,-52176.836
2.392949,-260034.044,299240.903,-39206.860
2.393077,-267691.237,293864.527,-26173.290
2.393205,-274914.235,288011.502,-13097.267
2.393333,-281691.320,281691.320,0.000
2.393462,-288011.502,274914.235,13097.267
2.393590,-293864.527,267691.237,26173.290
2.393718,-299240.903,260034.044,39206.860
2.393846,-304131.910,251955.074,52176.836
2.393974,-308529.613,243467.432,65062.181
2.394103,-312426.880,234584.885,77841.995
2.394231,-315817.390,225321.840,90495.550
2.394359,-318695.643,215693.323,103002.320
2.394487,-321056.970,205714.950,115342.019
2.394615,-322897.541,195402.907,127494.634
2.394744,-324214.372,184773.920,139440.452
2.394872,-325005.325,173845.229,151160.097
2.395000,-325269.119,162634.560,162634.560
2.395128,-325005.325,151160.097,173845.229
2.395256,-324214.372,139440.452,184773.920
2.395385,-322897.541,127494.634,195402.907
2.395513,-321056.970,115342.019,205714.950
2.395641,-318695.643,103002.319,215693.323
2.395769,-315817.390,90495.549,225321.840
2.395897,-312426.880,77841.995,234584.885
2.396026,-308529.613,65062.181,243467.432
2.396154,-304131.910,52176.836,251955.074
2.396282,-299240.903,39206.860,260034.044
2.396410,-293864.527,26173.290,267691.237
2.396538,-288011.502,13097.267,274914.235
2.396667,-281691.320,-0.000,281691.320
2.396795,-274914.235,-13097.267,288011.502
2.396923,-267691.237,-26173.290,293864.527
2.397051,-260034.044,-39206.860,299240.903
2.397179,-251955.074,-52176.836,304131.910
2.397308,-243467.432,-65062.181,308529.613
2.397436,-234584.885,-77841.995,312426.880
2.397564,-225321.840,-90495.550,315817.390
2.397692,-215693.323,-103002.320,318695.643
2.397821,-205714.950,-115342.019,321056.970
2.397949,-195402.907,-127494.634,322897.541
2.398077,-184773.920,-139440.452,324214.372
2.398205,-173845.229,-151160.097,325005.325
2.398333,-162634.560,-162634.560,325269.119
2.398462,-151160.097,-173845.229,325005.325
2.398590,-139440.452,-184773.920,324214.372
2.398718,-127494.634,-195402.907,322897.541
2.398846,-115342.019,-205714.950,321056.970
2.398974,-103002.319,-215693.323,318695.643
2.399103,-90495.549,-225321.840,315817.390
2.399231,-77841.995,-234584.885,312426.880
2.399359,-65062.181,-243467.432,308529.613
2.399487,-52176.836,-251955.074,304131.910
2.399615,-39206.860,-260034.044,299240.903
2.399744,-26173.290,-267691.237,293864.527
2.399872,-13097.267,-274914.235,288011.502
2.400000,0.000,-281691.320,281691.320
2.400128,13097.267,-288011.502,274914.235
2.400256,26173.290,-293864.527,267691.237
2.400385,39206.860,-299240.903,260034.044
2.400513,52176.836,-304131.910,251955.074
2.400641,65062.181,-308529.613,243467.432
2.400769,77841.995,-312426.880,234584.885
2.400897,90495.550,-315817.390,225321.840
2.401026,103002.320,-318695.643,215693.323
2.401154,115342.019,-321056.970,205714.950
2.401282,127494.634,-322897.541,195402.907
2.401410,139440.452,-324214.372,184773.920
2.401538,151160.097,-325005.325,173845.229
2.401667,162634.560,-325269.119,162634.560
2.401795,173845.229,-325005.325,151160.097
2.401923,184773.920,-324214.372,139440.452
2.402051,195402.907,-322897.541,127494.634
2.402179,205714.950,-321056.970,115342.019
2.402308,215693.323,-318695.643,103002.319
2.402436,225321.840,-315817.390,90495.549
2.402564,234584.885,-312426.880,77841.995
2.402692,243467.432,-308529.613,65062.181
2.402821,251955.074,-304131.910,52176.836
2.402949,260034.044,-299240.903,39206.860
2.403077,267691.237,-293864.527,26173.290
2.403205,274914.235,-288011.502,13097.267
2.403333,281691.320,-281691.320,-0.000
2.403462,288011.502,-274914.235,-13097.267
2.403590,293864.527,-267691.237,-26173.290
2.403718,299240.903,-260034.044,-39206.860
2.403846,304131.910,-251955.074,-52176.836
2.403974,308529.613,-243467.432,-65062.181
2.404103,312426.880,-234584.885,-77841.995
2.404231,315817.390,-225321.840,-90495.550
2.404359,318695.643,-215693.323,-103002.320
2.404487,321056.970,-205714.950,-115342.019
2.404615,322897.541,-195402.907,-127494.634
2.404744,324214.372,-184773.920,-139440.452
2.404872,325005.325,-173845.229,-151160.097
2.405000,325269.119,-162634.560,-162634.560
2.405128,325005.325,-151160.097,-173845.229
2.405256,324214.372,-139440.452,-184773.920
2.405385,322897.541,-127494.634,-195402.907
2.405513,321056.970,-115342.019,-205714.950
2.405641,318695.643,-103002.319,-215693.323
2.405769,315817.390,-90495.549,-225321.840
2.405897,312426.880,-77841.995,-234584.885
2.406026,308529.613,-65062.181,-243467.432
2.406154,304131.910,-52176.836,-251955.074
2.406282,299240.903,-39206.860,-260034.044
2.406410,293864.527,-26173.290,-267691.237
2.406538,288011.502,-13097.267,-274914.235
2.406667,281691.320,0.000,-281691.320
2.406795,274914.235,13097.267,-288011.502
2.406923,267691.237,26173.290,-293864.527
2.407051,260034.044,39206.860,-299240.903
2.407179,251955.074,52176.836,-304131.910
2.407308,243467.432,65062.181,-308529.613
2.407436,234584.885,77841.995,-312426.880
2.407564,225321.840,90495.550,-315817.390
2.407692,215693.323,103002.320,-318695.643
2.407821,205714.950,115342.019,-321056.970
2.407949,195402.907,127494.634,-322897.541
2.408077,184773.920,139440.452,-324214.372
2.408205,173845.229,151160.097,-325005.325
2.408333,162634.560,162634.560,-325269.119
2.408462,151160.097,173845.229,-325005.325
2.408590,139440.452,184773.920,-324214.372
2.408718,127494.634,195402.907,-322897.541
2.408846,115342.019,205714.950,-321056.970
2.408974,103002.319,215693.323,-318695.643
2.409103,90495.549,225321.840,-315817.390
2.409231,77841.995,234584.885,-312426.880
2.409359,65062.181,243467.432,-308529.613
2.409487,52176.836,251955.074,-304131.910
2.409615,39206.860,260034.044,-299240.903
2.409744,26173.290,267691.237,-293864.527
2.409872,13097.267,274914.235,-288011.502
2.410000,-0.000,281691.320,-281691.320
2.410128,-13097.267,288011.502,-274914.235
2.410256,-26173.290,293864.527,-267691.237
2.410385,-39206.860,299240.903,-260034.044
2.410513,-52176.836,304131.910,-251955.074
2.410641,-65062.181,308529.613,-243467.432
2.410769,-77841.995,312426.880,-234584.885
2.410897,-90495.550,315817.390,-225321.840
2.411026,-103002.320,318695.643,-215693.323
2.411154,-115342.019,321056.970,-205714.950
2.411282,-127494.634,322897.541,-195402.907
2.411410,-139440.452,324214.372,-184773.920
2.411538,-151160.097,325005.325,-173845.229
2.411667,-162634.560,325269.119,-162634.560
2.411795,-173845.229,325005.325,-151160.097
2.411923,-184773.920,324214.372,-139440.452
2.412051,-195402.907,322897.541,-127494.634
2.412179,-205714.950,321056.970,-115342.019
2.412308,-215693.323,318695.643,-103002.319
2.412436,-225321.840,315817.390,-90495.549
2.412564,-234584.885,312426.880,-77841.995
2.412692,-243467.432,308529.613,-65062.181
2.412821,-251955.074,304131.910,-52176.836
2.412949,-260034.044,299240.903,-39206.860
2.413077,-267691.237,293864.527,-26173.290
2.413205,-274914.235,288011.502,-13097.267
2.413333,-281691.320,281691.320,0.000
2.413462,-288011.502,274914.235,13097.267
2.413590,-293864.527,267691.237,26173.290
2.413718,-299240.903,260034.044,39206.860
2.413846,-304131.910,251955.074,52176.836
2.413974,-308529.613,243467.432,65062.181
2.414103,-312426.880,234584.885,77841.995
2.414231,-315817.390,225321.840,90495.550
2.414359,-318695.643,215693.323,103002.320
2.414487,-321056.970,205714.950,115342.019
2.414615,-322897.541,195402.907,127494.634
2.414744,-324214.372,184773.920,139440.452
2.414872,-325005.325,173845.229,151160.097
2.415000,-325269.119,162634.560,162634.560
2.415128,-325005.325,151160.097,173845.229
2.415256,-324214.372,139440.452,184773.920
2.415385,-322897.541,127494.634,195402.907
2.415513,-321056.970,115342.019,205714.950
2.415641,-318695.643,103002.319,215693.323
2.415769,-315817.390,90495.549,225321.840
2.415897,-312426.880,77841.995,234584.885
2.416026,-308529.613,65062.181,243467.432
2.416154,-304131.910,52176.836,251955.074
2.416282,-299240.903,39206.860,260034.044
2.416410,-293864.527,26173.290,267691.237
2.416538,-288011.502,13097.267,274914.235
2.416667,-281691.320,-0.000,281691.320
2.416795,-274914.235,-13097.267,288011.502
2.416923,-267691.237,-26173.290,293864.527
2.417051,-260034.044,-39206.860,299240.903
2.417179,-251955.074,-52176.836,304131.910
2.417308,-243467.432,-65062.181,308529.613
2.417436,-234584.885,-77841.995,312426.880
2.417564,-225321.840,-90495.550,315817.390
2.417692,-215693.323,-103002.320,318695.643
2.417821,-205714.950,-115342.019,321056.970
2.417949,-195402.907,-127494.634,322897.541
2.418077,-184773.920,-139440.452,324214.372
2.418205,-173845.229,-151160.097,325005.325
2.418333,-162634.560,-162634.560,325269.119
2.418462,-151160.097,-173845.229,325005.325
2.418590,-139440.452,-184773.920,324214.372
2.418718,-127494.634,-195402.907,322897.541
2.418846,-115342.019,-205714.950,321056.970
2.418974,-103002.319,-215693.323,318695.643
2.419103,-90495.549,-225321.840,315817.390
2.419231,-77841.995,-234584.885,312426.880
2.419359,-65062.181,-243467.432,308529.613
2.419487,-52176.836,-251955.074,304131.910
2.419615,-39206.860,-260034.044,299240.903
2.419744,-26173.290,-267691.237,293864.527
2.419872,-13097.267,-274914.235,288011.502
2.420000,0.000,-281691.320,281691.320
2.420128,13097.267,-288011.502,274914.235
2.420256,26173.290,-293864.527,267691.237
2.420385,39206.860,-299240.903,260034.044
2.420513,52176.836,-304131.910,251955.074
2.420641,65062.181,-308529.613,243467.432
2.420769,77841.995,-312426.880,234584.885
2.420897,90495.550,-315817.390,225321.840
2.421026,103002.320,-318695.643,215693.323
2.421154,115342.019,-321056.970,205714.950
2.421282,127494.634,-322897.541,195402.907
2.421410,139440.452,-324214.372,184773.920
2.421538,151160.097,-325005.325,173845.229
2.421667,162634.560,-325269.119,162634.560
2.421795,173845.229,-325005.325,151160.097
2.421923,184773.920,-324214.372,139440.452
2.422051,195402.907,-322897.541,127494.634
2.422179,205714.950,-321056.970,115342.019
2.422308,215693.323,-318695.643,103002.319
2.422436,225321.840,-315817.390,90495.549
2.422564,234584.885,-312426.880,77841.995
2.422692,243467.432,-308529.613,65062.181
2.422821,251955.074,-304131.910,52176.836
2.422949,260034.044,-299240.903,39206.860
2.423077,267691.237,-293864.527,26173.290
2.423205,274914.235,-288011.502,13097.267
2.423333,281691.320,-281691.320,-0.000
2.423462,288011.502,-274914.235,-13097.267
2.423590,293864.527,-267691.237,-26173.290
2.423718,299240.903,-260034.044,-39206.860
2.423846,304131.910,-251955.074,-52176.836
2.423974,308529.613,-243467.432,-65062.181
2.424103,312426.880,-234584.885,-77841.995
2.424231,315817.390,-225321.840,-90495.550
2.424359,318695.643,-215693.323,-103002.320
2.424487,321056.970,-205714.950,-115342.019
2.424615,322897.541,-195402.907,-127494.634
2.424744,324214.372,-184773.920,-139440.452
2.424872,325005.325,-173845.229,-151160.097
2.425000,325269.119,-162634.560,-162634.560
2.425128,325005.325,-151160.097,-173845.229
2.425256,324214.372,-139440.452,-184773.920
2.425385,322897.541,-127494.634,-195402.907
2.425513,321056.970,-115342.019,-205714.950
2.425641,318695.643,-103002.319,-215693.323
2.425769,315817.390,-90495.549,-225321.840
2.425897,312426.880,-77841.995,-234584.885
2.426026,308529.613,-65062.181,-243467.432
2.426154,304131.910,-52176.836,-251955.074
2.426282,299240.903,-39206.860,-260034.044
2.426410,293864.527,-26173.290,-267691.237
2.426538,288011.502,-13097.267,-274914.235
2.426667,281691.320,0.000,-281691.320
2.426795,274914.235,13097.267,-288011.502
2.426923,267691.237,26173.290,-293864.527
2.427051,260034.044,39206.860,-299240.903
2.427179,251955.074,52176.836,-304131.910
2.427308,243467.432,65062.181,-308529.613
2.427436,234584.885,77841.995,-312426.880
2.427564,225321.840,90495.550,-315817.390
2.427692,215693.323,103002.320,-318695.643
2.427821,205714.950,115342.019,-321056.970
2.427949,195402.907,127494.634,-322897.541
2.428077,184773.920,139440.452,-324214.372
2.428205,173845.229,151160.097,-325005.325
2.428333,162634.560,162634.560,-325269.119
2.428462,151160.097,173845.229,-325005.325
2.428590,139440.452,184773.920,-324214.372
2.428718,127494.634,195402.907,-322897.541
2.428846,115342.019,205714.950,-321056.970
2.428974,103002.319,215693.323,-318695.643
2.429103,90495.549,225321.840,-315817.390
2.429231,77841.995,234584.885,-312426.880
2.429359,65062.181,243467.432,-308529.613
2.429487,52176.836,251955.074,-304131.910
2.429615,39206.860,260034.044,-299240.903
2.429744,26173.290,267691.237,-293864.527
2.429872,13097.267,274914.235,-288011.502
2.430000,-0.000,281691.320,-281691.320
2.430128,-13097.267,288011.502,-274914.235
2.430256,-26173.290,293864.527,-267691.237
2.430385,-39206.860,299240.903,-260034.044
2.430513,-52176.836,304131.910,-251955.074
2.430641,-65062.181,308529.613,-243467.432
2.430769,-77841.995,312426.880,-234584.885
2.430897,-90495.550,315817.390,-225321.840
2.431026,-103002.320,318695.643,-215693.323
2.431154,-115342.019,321056.970,-205714.950
2.431282,-127494.634,322897.541,-195402.907
2.431410,-139440.452,324214.372,-184773.920
2.431538,-151160.097,325005.325,-173845.229
2.431667,-162634.560,325269.119,-162634.560
2.431795,-173845.229,325005.325,-151160.097
2.431923,-184773.920,324214.372,-139440.452
2.432051,-195402.907,322897.541,-127494.634
2.432179,-205714.950,321056.970,-115342.019
2.432308,-215693.323,318695.643,-103002.319
2.432436,-225321.840,315817.390,-90495.549
2.432564,-234584.885,312426.880,-77841.995
2.432692,-243467.432,308529.613,-65062.181
2.432821,-251955.074,304131.910,-52176.836
2.432949,-260034.044,299240.903,-39206.860
2.433077,-267691.237,293864.527,-26173.290
2.433205,-274914.235,288011.502,-13097.267
2.433333,-281691.320,281691.320,0.000
2.433462,-288011.502,274914.235,13097.267
2.433590,-293864.527,267691.237,26173.290
2.433718,-299240.903,260034.044,39206.860
2.433846,-304131.910,251955.074,52176.836
2.433974,-308529.613,243467.432,65062.181
2.434103,-312426.880,234584.885,77841.995
2.434231,-315817.390,225321.840,90495.550
2.434359,-318695.643,215693.323,103002.320
2.434487,-321056.970,205714.950,115342.019
2.434615,-322897.541,195402.907,127494.634
2.434744,-324214.372,184773.920,139440.452
2.434872,-325005.325,173845.229,151160.097
2.435000,-325269.119,162634.560,162634.560
2.435128,-325005.325,151160.097,173845.229
2.435256,-324214.372,139440.452,184773.920
2.435385,-322897.541,127494.634,195402.907
2.435513,-321056.970,115342.019,205714.950
2.435641,-318695.643,103002.319,215693.323
2.435769,-315817.390,90495.549,225321.840
2.435897,-312426.880,77841.995,234584.885
2.436026,-308529.613,65062.181,243467.432
2.436154,-304131.910,52176.836,251955.074
2.436282,-299240.903,39206.860,260034.044
2.436410,-293864.527,26173.290,267691.237
2.436538,-288011.502,13097.267,274914.235
2.436667,-281691.320,-0.000,281691.320
2.436795,-274914.235,-13097.267,288011.502
2.436923,-267691.237,-26173.290,293864.527
2.437051,-260034.044,-39206.860,299240.903
2.437179,-251955.074,-52176.836,304131.910
2.437308,-243467.432,-65062.181,308529.613
2.437436,-234584.885,-77841.995,312426.880
2.437564,-225321.840,-90495.550,315817.390
2.437692,-215693.323,-103002.320,318695.643
2.437821,-205714.950,-115342.019,321056.970
2.437949,-195402.907,-127494.634,322897.541
2.438077,-184773.920,-139440.452,324214.372
2.438205,-173845.229,-151160.097,325005.325
2.438333,-162634.560,-162634.560,325269.119
2.438462,-151160.097,-173845.229,325005.325
2.438590,-139440.452,-184773.920,324214.372
2.438718,-127494.634,-195402.907,322897.541
2.438846,-115342.019,-205714.950,321056.970
2.438974,-103002.319,-215693.323,318695.643
2.439103,-90495.549,-225321.840,315817.390
2.439231,-77841.995,-234584.885,312426.880
2.439359,-65062.181,-243467.432,308529.613
2.439487,-52176.836,-251955.074,304131.910
2.439615,-39206.860,-260034.044,299240.903
2.439744,-26173.290,-267691.237,293864.527
2.439872,-13097.267,-274914.235,288011.502
2.440000,0.000,-281691.320,281691.320
2.440128,13097.267,-288011.502,274914.235
2.440256,26173.290,-293864.527,267691.237
2.440385,39206.860,-299240.903,260034.044
2.440513,52176.836,-304131.910,251955.074
2.440641,65062.181,-308529.613,243467.432
2.440769,77841.995,-312426.880,234584.885
2.440897,90495.550,-315817.390,225321.840
2.441026,103002.320,-318695.643,215693.323
2.441154,115342.019,-321056.970,205714.950
2.441282,127494.634,-322897.541,195402.907
2.441410,139440.452,-324214.372,184773.920
2.441538,151160.097,-325005.325,173845.229
2.441667,162634.560,-325269.119,162634.560
2.441795,173845.229,-325005.325,151160.097
2.441923,184773.920,-324214.372,139440.452
2.442051,195402.907,-322897.541,127494.634
2.442179,205714.950,-321056.970,115342.019
2.442308,215693.323,-318695.643,103002.319
2.442436,225321.840,-315817.390,90495.549
2.442564,234584.885,-312426.880,77841.995
2.442692,243467.432,-308529.613,65062.181
2.442821,251955.074,-304131.910,52176.836
2.442949,260034.044,-299240.903,39206.860
2.443077,267691.237,-293864.527,26173.290
2.443205,274914.235,-288011.502,13097.267
2.443333,281691.320,-281691.320,-0.000
2.443462,288011.502,-274914.235,-13097.267
2.443590,293864.527,-267691.237,-26173.290
2.443718,299240.903,-260034.044,-39206.860
2.443846,304131.910,-251955.074,-52176.836
2.443974,308529.613,-243467.432,-65062.181
2.444103,312426.880,-234584.885,-77841.995
2.444231,315817.390,-225321.840,-90495.550
2.444359,318695.643,-215693.323,-103002.320
2.444487,321056.970,-205714.950,-115342.019
2.444615,322897.541,-195402.907,-127494.634
2.444744,324214.372,-184773.920,-139440.452
2.444872,325005.325,-173845.229,-151160.097
2.445000,325269.119,-162634.560,-162634.560
2.445128,325005.325,-151160.097,-173845.229
2.445256,324214.372,-139440.452,-184773.920
2.445385,322897.541,-127494.634,-195402.907
2.445513,321056.970,-115342.019,-205714.950
2.445641,318695.643,-103002.319,-215693.323
2.445769,315817.390,-90495.549,-225321.840
2.445897,312426.880,-77841.995,-234584.885
2.446026,308529.613,-65062.181,-243467.432
2.446154,304131.910,-52176.836,-251955.074
2.446282,299240.903,-39206.860,-260034.044
2.446410,293864.527,-26173.290,-267691.237
2.446538,288011.502,-13097.267,-274914.235
2.446667,281691.320,0.000,-281691.320
2.446795,274914.235,13097.267,-288011.502
2.446923,267691.237,26173.290,-293864.527
2.447051,260034.044,39206.860,-299240.903
2.447179,251955.074,52176.836,-304131.910
2.447308,243467.432,65062.181,-308529.613
2.447436,234584.885,77841.995,-312426.880
2.447564,225321.840,90495.550,-315817.390
2.447692,215693.323,103002.320,-318695.643
2.447821,205714.950,115342.019,-321056.970
2.447949,195402.907,127494.634,-322897.541
2.448077,184773.920,139440.452,-324214.372
2.448205,173845.229,151160.097,-325005.325
2.448333,162634.560,162634.560,-325269.119
2.448462,151160.097,173845.229,-325005.325
2.448590,139440.452,184773.920,-324214.372
2.448718,127494.634,195402.907,-322897.541
2.448846,115342.019,205714.950,-321056.970
2.448974,103002.319,215693.323,-318695.643
2.449103,90495.549,225321.840,-315817.390
2.449231,77841.995,234584.885,-312426.880
2.449359,65062.181,243467.432,-308529.613
2.449487,52176.836,251955.074,-304131.910
2.449615,39206.860,260034.044,-299240.903
2.449744,26173.290,267691.237,-293864.527
2.449872,13097.267,274914.235,-288011.502
2.450000,-0.000,281691.320,-281691.320
2.450128,-13097.267,288011.502,-274914.235
2.450256,-26173.290,293864.527,-267691.237
2.450385,-39206.860,299240.903,-260034.044
2.450513,-52176.836,304131.910,-251955.074
2.450641,-65062.181,308529.613,-243467.432
2.450769,-77841.995,312426.880,-234584.885
2.450897,-90495.550,315817.390,-225321.840
2.451026,-103002.320,318695.643,-215693.323
2.451154,-115342.019,321056.970,-205714.950
2.451282,-127494.634,322897.541,-195402.907
2.451410,-139440.452,324214.372,-184773.920
2.451538,-151160.097,325005.325,-173845.229
2.451667,-162634.560,325269.119,-162634.560
2.451795,-173845.229,325005.325,-151160.097
2.451923,-184773.920,324214.372,-139440.452
2.452051,-195402.907,322897.541,-127494.634
2.452179,-205714.950,321056.970,-115342.019
2.452308,-215693.323,318695.643,-103002.319
2.452436,-225321.840,315817.390,-90495.549
2.452564,-234584.885,312426.880,-77841.995
2.452692,-243467.432,308529.613,-65062.181
2.452821,-251955.074,304131.910,-52176.836
2.452949,-260034.044,299240.903,-39206.860
2.453077,-267691.237,293864.527,-26173.290
2.453205,-274914.235,288011.502,-13097.267
2.453333,-281691.320,281691.320,0.000
2.453462,-288011.502,274914.235,13097.267
2.453590,-293864.527,267691.237,26173.290
2.453718,-299240.903,260034.044,39206.860
2.453846,-304131.910,251955.074,52176.836
2.453974,-308529.613,243467.432,65062.181
2.454103,-312426.880,234584.885,77841.995
2.454231,-315817.390,225321.840,90495.550
2.454359,-318695.643,215693.323,103002.320
2.454487,-321056.970,205714.950,115342.019
2.454615,-322897.541,195402.907,127494.634
2.454744,-324214.372,184773.920,139440.452
2.454872,-325005.325,173845.229,151160.097
2.455000,-325269.119,162634.560,162634.560
2.455128,-325005.325,151160.097,173845.229
2.455256,-324214.372,139440.452,184773.920
2.455385,-322897.541,127494.634,195402.907
2.455513,-321056.970,115342.019,205714.950
2.455641,-318695.643,103002.319,215693.323
2.455769,-315817.390,90495.549,225321.840
2.455897,-312426.880,77841.995,234584.885
2.456026,-308529.613,65062.181,243467.432
2.456154,-304131.910,52176.836,251955.074
2.456282,-299240.903,39206.860,260034.044
2.456410,-293864.527,26173.290,267691.237
2.456538,-288011.502,13097.267,274914.235
2.456667,-281691.320,-0.000,281691.320
2.456795,-274914.235,-13097.267,288011.502
2.456923,-267691.237,-26173.290,293864.527
2.457051,-260034.044,-39206.860,299240.903
2.457179,-251955.074,-52176.836,304131.910
2.457308,-243467.432,-65062.181,308529.613
2.457436,-234584.885,-77841.995,312426.880
2.457564,-225321.840,-90495.550,315817.390
2.457692,-215693.323,-103002.320,318695.643
2.457821,-205714.950,-115342.019,321056.970
2.457949,-195402.907,-127494.634,322897.541
2.458077,-184773.920,-139440.452,324214.372
2.458205,-173845.229,-151160.097,325005.325
2.458333,-162634.560,-162634.560,325269.119
2.458462,-151160.097,-173845.229,325005.325
2.458590,-139440.452,-184773.920,324214.372
2.458718,-127494.634,-195402.907,322897.541
2.458846,-115342.019,-205714.950,321056.970
2.458974,-103002.319,-215693.323,318695.643
2.459103,-90495.549,-225321.840,315817.390
2.459231,-77841.995,-234584.885,312426.880
2.459359,-65062.181,-243467.432,308529.613
2.459487,-52176.836,-251955.074,304131.910
2.459615,-39206.860,-260034.044,299240.903
2.459744,-26173.290,-267691.237,293864.527
2.459872,-13097.267,-274914.235,288011.502
2.460000,0.000,-281691.320,281691.320
2.460128,13097.267,-288011.502,274914.235
2.460256,26173.290,-293864.527,267691.237
2.460385,39206.860,-299240.903,260034.044
2.460513,52176.836,-304131.910,251955.074
2.460641,65062.181,-308529.613,243467.432
2.460769,77841.995,-312426.880,234584.885
2.460897,90495.550,-315817.390,225321.840
2.461026,103002.320,-318695.643,215693.323
2.461154,115342.019,-321056.970,205714.950
2.461282,127494.634,-322897.541,195402.907
2.461410,139440.452,-324214.372,184773.920
2.461538,151160.097,-325005.325,173845.229
2.461667,162634.560,-325269.119,162634.560
2.461795,173845.229,-325005.325,151160.097
2.461923,184773.920,-324214.372,139440.452
2.462051,195402.907,-322897.541,127494.634
2.462179,205714.950,-321056.970,115342.019
2.462308,215693.323,-318695.643,103002.319
2.462436,225321.840,-315817.390,90495.549
2.462564,234584.885,-312426.880,77841.995
2.462692,243467.432,-308529.613,65062.181
2.462821,251955.074,-304131.910,52176.836
2.462949,260034.044,-299240.903,39206.860
2.463077,267691.237,-293864.527,26173.290
2.463205,274914.235,-288011.502,13097.267
2.463333,281691.320,-281691.320,-0.000
2.463462,288011.502,-274914.235,-13097.267
2.463590,293864.527,-267691.237,-26173.290
2.463718,299240.903,-260034.044,-39206.860
2.463846,304131.910,-251955.074,-52176.836
2.463974,308529.613,-243467.432,-65062.181
2.464103,312426.880,-234584.885,-77841.995
2.464231,315817.390,-225321.840,-90495.550
2.464359,318695.643,-215693.323,-103002.320
2.464487,321056.970,-205714.950,-115342.019
2.464615,322897.541,-195402.907,-127494.634
2.464744,324214.372,-184773.920,-139440.452
2.464872,325005.325,-173845.229,-151160.097
2.465000,325269.119,-162634.560,-162634.560
2.465128,325005.325,-151160.097,-173845.229
2.465256,324214.372,-139440.452,-184773.920
2.465385,322897.541,-127494.634,-195402.907
2.465513,321056.970,-115342.019,-205714.950
2.465641,318695.643,-103002.319,-215693.323
2.465769,315817.390,-90495.549,-225321.840
2.465897,312426.880,-77841.995,-234584.885
2.466026,308529.613,-65062.181,-243467.432
2.466154,304131.910,-52176.836,-251955.074
2.466282,299240.903,-39206.860,-260034.044
2.466410,293864.527,-26173.290,-267691.237
2.466538,288011.502,-13097.267,-274914.235
2.466667,281691.320,0.000,-281691.320
2.466795,274914.235,13097.267,-288011.502
2.466923,267691.237,26173.290,-293864.527
2.467051,260034.044,39206.860,-299240.903
2.467179,251955.074,52176.836,-304131.910
2.467308,243467.432,65062.181,-308529.613
2.467436,234584.885,77841.995,-312426.880
2.467564,225321.840,90495.550,-315817.390
2.467692,215693.323,103002.320,-318695.643
2.467821,205714.950,115342.019,-321056.970
2.467949,195402.907,127494.634,-322897.541
2.468077,184773.920,139440.452,-324214.372
2.468205,173845.229,151160.097,-325005.325
2.468333,162634.560,162634.560,-325269.119
2.468462,151160.097,173845.229,-325005.325
2.468590,139440.452,184773.920,-324214.372
2.468718,127494.634,195402.907,-322897.541
2.468846,115342.019,205714.950,-321056.970
2.468974,103002.319,215693.323,-318695.643
2.469103,90495.549,225321.840,-315817.390
2.469231,77841.995,234584.885,-312426.880
2.469359,65062.181,243467.432,-308529.613
2.469487,52176.836,251955.074,-304131.910
2.469615,39206.860,260034.044,-299240.903
2.469744,26173.290,267691.237,-293864.527
2.469872,13097.267,274914.235,-288011.502
2.470000,-0.000,281691.320,-281691.320
2.470128,-13097.267,288011.502,-274914.235
2.470256,-26173.290,293864.527,-267691.237
2.470385,-39206.860,299240.903,-260034.044
2.470513,-52176.836,304131.910,-251955.074
2.470641,-65062.181,308529.613,-243467.432
2.470769,-77841.995,312426.880,-234584.885
2.470897,-90495.550,315817.390,-225321.840
2.471026,-103002.320,318695.643,-215693.323
2.471154,-115342.019,321056.970,-205714.950
2.471282,-127494.634,322897.541,-195402.907
2.471410,-139440.452,324214.372,-184773.920
2.471538,-151160.097,325005.325,-173845.229
